Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Age Group,Month,Day Name
947,2023-03-02,CUST947,Male,50,Beauty,1,300,300,41-50,2023-03,Thursday
948,2023-10-13,CUST948,Female,23,Electronics,3,25,75,18-30,2023-10,Friday
949,2023-08-02,CUST949,Female,41,Electronics,2,25,50,41-50,2023-08,Wednesday
950,2023-11-07,CUST950,Male,36,Clothing,3,300,900,31-40,2023-11,Tuesday
951,2023-11-02,CUST951,Male,33,Beauty,2,50,100,31-40,2023-11,Thursday
952,2023-11-13,CUST952,Female,57,Clothing,1,25,25,51-60,2023-11,Monday
953,2023-04-26,CUST953,Male,45,Beauty,3,30,90,41-50,2023-04,Wednesday
954,2023-09-25,CUST954,Female,50,Electronics,3,300,900,41-50,2023-09,Monday
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25,51-60,2023-07,Friday
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500,18-30,2023-08,Saturday
957,2023-08-15,CUST957,Female,60,Electronics,4,30,120,51-60,2023-08,Tuesday
958,2023-06-02,CUST958,Male,62,Electronics,2,25,50,60+,2023-06,Friday
959,2023-10-29,CUST959,Female,42,Electronics,2,30,60,41-50,2023-10,Sunday
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60,51-60,2023-08,Tuesday
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200,51-60,2023-06,Tuesday
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60,41-50,2023-10,Thursday
963,2023-11-14,CUST963,Female,55,Beauty,1,50,50,51-60,2023-11,Tuesday
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900,18-30,2023-01,Tuesday
965,2023-11-09,CUST965,Male,22,Clothing,4,50,200,18-30,2023-11,Thursday
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000,51-60,2023-02,Monday
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25,60+,2023-04,Monday
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900,41-50,2023-11,Friday
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900,31-40,2023-04,Wednesday
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000,51-60,2023-05,Tuesday
971,2023-12-05,CUST971,Female,27,Electronics,4,50,200,18-30,2023-12,Tuesday
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100,41-50,2023-02,Saturday
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50,51-60,2023-03,Wednesday
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30,41-50,2023-05,Wednesday
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200,51-60,2023-03,Thursday
976,2023-10-10,CUST976,Female,48,Beauty,2,300,600,41-50,2023-10,Tuesday
977,2023-02-08,CUST977,Female,35,Electronics,3,25,75,31-40,2023-02,Wednesday
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150,51-60,2023-03,Wednesday
979,2023-01-02,CUST979,Female,19,Beauty,1,25,25,18-30,2023-01,Monday
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75,31-40,2023-07,Saturday
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60,18-30,2023-08,Saturday
982,2023-12-19,CUST982,Female,46,Beauty,3,30,90,41-50,2023-12,Tuesday
983,2023-11-01,CUST983,Female,29,Clothing,1,300,300,18-30,2023-11,Wednesday
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500,51-60,2023-08,Tuesday
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50,18-30,2023-05,Tuesday
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000,41-50,2023-01,Tuesday
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900,18-30,2023-04,Saturday
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75,60+,2023-05,Sunday
989,2023-12-28,CUST989,Female,44,Electronics,1,25,25,41-50,2023-12,Thursday
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000,51-60,2023-05,Thursday
991,2023-12-26,CUST991,Female,34,Clothing,2,50,100,31-40,2023-12,Tuesday
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60,51-60,2023-08,Monday
993,2023-02-06,CUST993,Female,48,Electronics,3,50,150,41-50,2023-02,Monday
994,2023-12-18,CUST994,Female,51,Beauty,2,500,1000,51-60,2023-12,Monday
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30,41-50,2023-04,Sunday
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50,60+,2023-05,Tuesday
997,2023-11-17,CUST997,Male,52,Beauty,3,30,90,51-60,2023-11,Friday
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100,18-30,2023-10,Sunday
999,2023-12-05,CUST999,Female,36,Electronics,3,50,150,31-40,2023-12,Tuesday
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120,41-50,2023-04,Wednesday
